ablation_type,function,dimensions,run_id,final_fitness,total_evaluations,improvement_ratio,local_search_calls,plateau_escapes,basin_searches,final_exploration_scale,final_exploitation_scale,runtime_seconds
baseline,Rosenbrock,30,4,2.92705183815267e-11,12225,9.659073554755574e+18,3,1,0,0.17,0.005,2.6394784450531006
baseline,Rosenbrock,30,5,7.619012276911586e-12,15727,2.2134989349873705e+19,1,2,0,0.17,0.005,2.6700491905212402
baseline,Rosenbrock,30,6,28.71317273728243,53030,7131842.08032055,0,2,0,0.17,0.005,3.2809228897094727
baseline,Rosenbrock,30,7,3.140005727784361e-11,12679,8.946064392613395e+18,2,2,0,0.17,0.005,2.9393532276153564
baseline,Rosenbrock,30,8,2.6252979444255372e-11,10672,8.244790982167532e+18,3,1,0,0.17,0.005,3.1983115673065186
baseline,Rosenbrock,30,9,2.952609738710656e-11,10806,6.093451336080854e+18,2,2,0,0.17,0.005,2.9336960315704346
baseline,Rosenbrock,30,10,28.699901073210913,53097,8925590.169388846,0,2,0,0.17,0.005,3.144636631011963
no_local_search,Rosenbrock,30,1,28.23459793795761,1662,6091417.542668341,0,4,0,0.17,0.005,2.8606622219085693
no_local_search,Rosenbrock,30,2,28.699294811711553,1460,5581267.562932484,0,2,0,0.17,0.005,2.08855938911438
no_local_search,Rosenbrock,30,3,28.74461261095394,1481,5804105.362257736,0,2,0,0.17,0.005,2.16473650932312
no_local_search,Rosenbrock,30,4,28.814530724787158,1427,9811927.625452587,0,1,0,0.17,0.005,1.9104115962982178
no_local_search,Rosenbrock,30,5,28.684926197162337,1527,5879281.489058821,0,2,0,0.17,0.005,2.212965250015259
no_local_search,Rosenbrock,30,6,28.71317273728243,1446,7131842.08032055,0,2,0,0.17,0.005,2.310481548309326
no_local_search,Rosenbrock,30,7,28.702344724966355,1544,9786898.493174136,0,2,0,0.17,0.005,2.3340723514556885
no_local_search,Rosenbrock,30,8,28.77847009527794,1515,7521259.033590605,0,1,0,0.17,0.005,2.321016311645508
no_local_search,Rosenbrock,30,9,28.75171203136767,1591,6257569.544952054,0,2,0,0.17,0.005,2.3618664741516113
no_local_search,Rosenbrock,30,10,28.699901073210913,1513,8925590.169388846,0,2,0,0.17,0.005,2.1083152294158936
no_surrogate,Rosenbrock,30,1,1.6190718189308586e-11,137173,1.0622674249437172e+19,17,0,0,0.0496,0.008020000000000001,2.4577198028564453
no_surrogate,Rosenbrock,30,2,9.241433327144078e-12,103782,1.7332640678277001e+19,1,0,0,0.17,0.005,1.7444415092468262
no_surrogate,Rosenbrock,30,3,2.80224580234861e-11,80783,5.953680439147428e+18,3,0,0,0.17,0.005,1.3323283195495605
no_surrogate,Rosenbrock,30,4,2.7313155222010642e-11,112390,1.0351278998522778e+19,1,0,0,0.17,0.005,1.8927700519561768
no_surrogate,Rosenbrock,30,5,2.793971188889123e-11,102264,6.036095013315028e+18,4,0,0,0.17,0.005,1.7030186653137207
no_surrogate,Rosenbrock,30,6,3.006688912894089e-11,84770,6.810741633731397e+18,2,0,0,0.17,0.005,1.438878059387207
no_surrogate,Rosenbrock,30,7,2.804376720645816e-11,135525,1.0016733211030514e+19,16,0,0,0.0496,0.008020000000000001,2.3012800216674805
no_surrogate,Rosenbrock,30,8,1.626937725363541e-11,91672,1.3304155703234443e+19,2,0,0,0.17,0.005,1.5343525409698486
no_surrogate,Rosenbrock,30,9,2.8260468281599804e-11,157192,6.366343111513826e+18,7,0,0,0.12960000000000002,0.005,2.9172050952911377
no_surrogate,Rosenbrock,30,10,5.630677613522155e-12,97456,4.549426773543262e+19,3,0,0,0.17,0.005,1.6407959461212158
no_escape_mechanisms,Rosenbrock,30,1,2.8163125248733204e-11,10568,6.106876409151307e+18,1,0,0,0.17,0.005,2.8324506282806396
no_escape_mechanisms,Rosenbrock,30,2,28.975011799561116,51201,5528157.997646387,0,0,0,0.17,0.005,2.9405672550201416
no_escape_mechanisms,Rosenbrock,30,3,2.192515240703971e-11,11575,7.609377444404504e+18,2,0,0,0.17,0.005,2.593233108520508
no_escape_mechanisms,Rosenbrock,30,4,28.985474007138084,49713,9754061.291644434,0,0,0,0.17,0.005,2.7971479892730713
no_escape_mechanisms,Rosenbrock,30,5,2.7006576444835933e-11,9759,6.244655110227524e+18,3,0,0,0.17,0.005,2.717341899871826
no_escape_mechanisms,Rosenbrock,30,6,28.9382446953428,51187,7076373.005451147,0,0,0,0.17,0.005,2.970461368560791
no_escape_mechanisms,Rosenbrock,30,7,28.92854675383978,49053,9710371.444844604,0,0,0,0.17,0.005,2.982012987136841
no_escape_mechanisms,Rosenbrock,30,8,28.88398754602384,52529,7493782.769160028,0,0,0,0.17,0.005,3.121007204055786
no_escape_mechanisms,Rosenbrock,30,9,28.959861695976745,51705,6212593.12152422,0,0,0,0.17,0.005,3.455104351043701
no_escape_mechanisms,Rosenbrock,30,10,28.939773393247,52257,8851608.87062297,0,0,0,0.17,0.005,3.1063594818115234
no_population_decay,Rosenbrock,30,1,28.761570508610497,55622,5979809.93902865,0,1,0,0.17,0.005,2.5773448944091797
no_population_decay,Rosenbrock,30,2,28.744192708950173,49847,5572549.726253642,0,1,0,0.17,0.005,3.5884041786193848
no_population_decay,Rosenbrock,30,3,2.8435415642237575e-11,13124,5.867217215683743e+18,2,4,0,0.17,0.005,2.2730069160461426
no_population_decay,Rosenbrock,30,4,28.752040188304857,60387,9833253.159822473,0,2,0,0.17,0.005,3.3970024585723877
no_population_decay,Rosenbrock,30,5,28.80007253433021,50869,5855775.377126741,0,1,0,0.17,0.005,3.557878017425537
no_population_decay,Rosenbrock,30,6,2.833915851395334e-11,18808,7.225966624465482e+18,18,2,0,0.0296,0.00902,3.691274881362915
no_population_decay,Rosenbrock,30,7,28.657706610404666,49067,9802142.863635493,0,2,0,0.17,0.005,3.1539015769958496
no_population_decay,Rosenbrock,30,8,28.754339569846437,52208,7527570.843741769,0,2,0,0.17,0.005,2.585643768310547
no_population_decay,Rosenbrock,30,9,3.250532704676724e-11,15139,5.534964694059618e+18,1,2,0,0.17,0.005,2.1463077068328857
no_population_decay,Rosenbrock,30,10,28.72320985405501,52163,8918347.085269084,0,2,0,0.17,0.005,3.3592240810394287
no_diversity_restart,Rosenbrock,30,1,1.397850588228732e-11,16392,1.230379889222607e+19,17,4,0,0.0296,0.00902,5.410062074661255
no_diversity_restart,Rosenbrock,30,2,2.3064242131137814e-11,11078,6.944882138372704e+18,2,2,0,0.17,0.005,2.7423112392425537
no_diversity_restart,Rosenbrock,30,3,2.1674541512508947e-11,12347,7.697360522942237e+18,4,2,0,0.17,0.005,3.3425214290618896
no_diversity_restart,Rosenbrock,30,4,2.92705183815267e-11,12225,9.659073554755574e+18,3,1,0,0.17,0.005,2.6319215297698975
no_diversity_restart,Rosenbrock,30,5,7.619012276911586e-12,15727,2.2134989349873705e+19,1,2,0,0.17,0.005,2.625378131866455
no_diversity_restart,Rosenbrock,30,6,28.71317273728243,53030,7131842.08032055,0,2,0,0.17,0.005,3.4230875968933105
no_diversity_restart,Rosenbrock,30,7,3.140005727784361e-11,12679,8.946064392613395e+18,2,2,0,0.17,0.005,2.959400177001953
no_diversity_restart,Rosenbrock,30,8,2.6252979444255372e-11,10672,8.244790982167532e+18,3,1,0,0.17,0.005,3.242391347885132
no_diversity_restart,Rosenbrock,30,9,2.952609738710656e-11,10806,6.093451336080854e+18,2,2,0,0.17,0.005,3.0648510456085205
no_diversity_restart,Rosenbrock,30,10,28.699901073210913,53097,8925590.169388846,0,2,0,0.17,0.005,3.260493516921997
no_de_operator,Rosenbrock,30,1,28.78565626582149,51656,5974806.466152113,0,1,0,0.17,0.005,3.1919143199920654
no_de_operator,Rosenbrock,30,2,2.8583010489646923e-11,10089,5.603973845570276e+18,1,4,0,0.17,0.005,2.80401611328125
no_de_operator,Rosenbrock,30,3,2.8366362777215254e-11,11472,5.881499912469129e+18,9,1,0,0.17,0.005,3.806957721710205
no_de_operator,Rosenbrock,30,4,2.7405350271664492e-11,9658,1.0316455992365603e+19,2,6,0,0.17,0.005,2.801769971847534
no_de_operator,Rosenbrock,30,5,1.743480662233435e-11,18083,9.672992609505343e+18,18,1,0,0.0296,0.00902,4.274906158447266
no_de_operator,Rosenbrock,30,6,2.575952219704484e-11,15614,7.949596736338377e+18,17,4,0,0.0296,0.00902,4.55331015586853
no_de_operator,Rosenbrock,30,7,2.6401889694717585e-11,10266,1.0639652600152363e+19,1,2,0,0.17,0.005,2.3741114139556885
no_de_operator,Rosenbrock,30,8,28.666326477838627,55704,7550682.447726944,0,2,0,0.17,0.005,3.04268741607666
no_de_operator,Rosenbrock,30,9,28.708725239271914,54399,6266939.269271461,0,2,0,0.17,0.005,3.0383689403533936
no_de_operator,Rosenbrock,30,10,28.765258891703212,48763,8905310.251018433,0,2,0,0.17,0.005,2.8921618461608887
baseline,Rastrigin,10,1,0.0001343568029170683,7218,763474.7515074806,0,0,0,0.17,0.005,2.4238080978393555
baseline,Rastrigin,10,2,0.00028140136129195525,6101,376161.28485088807,0,0,0,0.17,0.005,1.5443291664123535
baseline,Rastrigin,10,3,2.842170943040401e-14,4174,3099820571297494.0,1,0,0,0.17,0.005,2.3923075199127197
baseline,Rastrigin,10,4,5.684341886080802e-14,5356,1645202433196191.0,1,0,0,0.17,0.005,2.8057444095611572
baseline,Rastrigin,10,5,2.842170943040401e-14,6479,3637783295042378.0,1,0,0,0.17,0.005,2.6483519077301025
baseline,Rastrigin,10,6,2.842170943040401e-14,4144,2803017009260730.5,1,0,0,0.17,0.005,2.482348680496216
baseline,Rastrigin,10,7,9.673670514587229e-05,6171,1026297.7462497444,0,0,0,0.17,0.005,1.3980610370635986
baseline,Rastrigin,10,8,5.684341886080802e-14,4566,2179701915110569.8,1,0,0,0.17,0.005,2.118588924407959
baseline,Rastrigin,10,9,0.0002473996190133221,6023,424855.3784306567,0,0,0,0.17,0.005,1.5521774291992188
baseline,Rastrigin,10,10,1.6553496067217566e-05,13124,6824565.202359867,0,0,0,0.0524,0.00788,4.41113018989563
no_local_search,Rastrigin,10,1,0.0001343568029170683,2378,763474.7515074806,0,0,0,0.17,0.005,2.2685272693634033
no_local_search,Rastrigin,10,2,0.00028140136129195525,2141,376161.28485088807,0,0,0,0.17,0.005,1.4641761779785156
no_local_search,Rastrigin,10,3,5.479824807252953e-07,4402,160775577.0717278,0,0,0,0.0352,0.00874,4.532358884811401
no_local_search,Rastrigin,10,4,3.8061282907619898e-06,3692,24570619.768118493,0,0,0,0.17,0.005,3.1550471782684326
no_local_search,Rastrigin,10,5,2.589289536558681e-06,5298,39930652.1432463,0,0,0,0.04359999999999999,0.00832,4.188779830932617
no_local_search,Rastrigin,10,6,2.461570716150163e-07,3881,323641057.4882247,0,0,0,0.0338,0.00881,4.688164710998535
no_local_search,Rastrigin,10,7,9.673670514587229e-05,2299,1026297.7462497444,0,0,0,0.17,0.005,1.401681661605835
no_local_search,Rastrigin,10,8,8.375484412681544e-07,5451,147933782.51021832,0,0,0,0.0892,0.00604,4.424494504928589
no_local_search,Rastrigin,10,9,0.0002473996190133221,2151,424855.3784306567,0,0,0,0.17,0.005,1.387274980545044
no_local_search,Rastrigin,10,10,1.6553496067217566e-05,3081,6824565.202359867,0,0,0,0.0524,0.00788,4.177389144897461
no_surrogate,Rastrigin,10,1,5.684341886080802e-14,76954,1804571730135201.8,1,0,0,0.17,0.005,1.176896572113037
no_surrogate,Rastrigin,10,2,2.842170943040401e-14,83889,3724346626003283.0,1,0,0,0.17,0.005,1.2862482070922852
no_surrogate,Rastrigin,10,3,2.842170943040401e-14,77921,3099820571297494.0,1,0,0,0.17,0.005,1.1414430141448975
no_surrogate,Rastrigin,10,4,8.526512829121202e-14,66150,1096801622130794.0,1,0,0,0.17,0.005,0.9518105983734131
no_surrogate,Rastrigin,10,5,2.842170943040401e-14,65674,3637783295042378.0,1,0,0,0.17,0.005,0.9427623748779297
no_surrogate,Rastrigin,10,6,5.684341886080802e-14,60035,1401508504630365.2,1,0,0,0.17,0.005,0.9261856079101562
no_surrogate,Rastrigin,10,7,2.842170943040401e-14,120015,3493127769599590.0,1,0,0,0.17,0.005,1.8290181159973145
no_surrogate,Rastrigin,10,8,2.842170943040401e-14,65546,4359403830221139.5,1,0,0,0.17,0.005,0.9214890003204346
no_surrogate,Rastrigin,10,9,5.684341886080802e-14,71449,1849098116650669.5,1,0,0,0.17,0.005,1.089724063873291
no_surrogate,Rastrigin,10,10,2.842170943040401e-14,77353,3974793054385542.0,1,0,0,0.17,0.005,1.1794893741607666
no_escape_mechanisms,Rastrigin,10,1,2.842170943040401e-14,2919,3609143460270403.5,1,0,0,0.17,0.005,2.2812607288360596
no_escape_mechanisms,Rastrigin,10,2,0.00028140136129195525,5599,376161.28485088807,0,0,0,0.17,0.005,1.509575605392456
no_escape_mechanisms,Rastrigin,10,3,2.842170943040401e-14,4307,3099820571297494.0,1,0,0,0.17,0.005,2.3696088790893555
no_escape_mechanisms,Rastrigin,10,4,5.684341886080802e-14,4185,1645202433196191.0,1,0,0,0.17,0.005,2.591491937637329
no_escape_mechanisms,Rastrigin,10,5,4.302582681248168e-06,11707,24030222.645826846,0,0,0,0.081,0.00645,4.430767297744751
no_escape_mechanisms,Rastrigin,10,6,2.842170943040401e-14,3686,2803017009260730.5,1,0,0,0.17,0.005,2.402069568634033
no_escape_mechanisms,Rastrigin,10,7,9.673670514587229e-05,5668,1026297.7462497444,0,0,0,0.17,0.005,1.4602010250091553
no_escape_mechanisms,Rastrigin,10,8,5.684341886080802e-14,3531,2179701915110569.8,1,0,0,0.17,0.005,2.1402854919433594
no_escape_mechanisms,Rastrigin,10,9,0.0002473996190133221,5515,424855.3784306567,0,0,0,0.17,0.005,1.4848315715789795
no_escape_mechanisms,Rastrigin,10,10,5.684341886080802e-14,6679,1987396527192771.0,1,0,0,0.17,0.005,3.3410801887512207
no_population_decay,Rastrigin,10,1,2.842170943040401e-14,4131,3609143460270403.5,1,0,0,0.17,0.005,2.844329833984375
no_population_decay,Rastrigin,10,2,2.08515871236159e-10,14803,507646238124.89374,0,0,0,0.0124,0.00988,5.716926097869873
no_population_decay,Rastrigin,10,3,0.00027304040743558744,5966,322670.9203640138,0,0,0,0.17,0.005,1.4959888458251953
no_population_decay,Rastrigin,10,4,0.000395390087859937,5994,236523.20554408978,0,0,0,0.17,0.005,1.2472116947174072
no_population_decay,Rastrigin,10,5,2.842170943040401e-14,5244,3637783295042378.0,1,0,0,0.17,0.005,3.009958028793335
no_population_decay,Rastrigin,10,6,0.0002005565294069811,5940,397227.3313726153,0,0,0,0.17,0.005,1.5198588371276855
no_population_decay,Rastrigin,10,7,2.842170943040401e-14,2228,3493127769599590.0,1,0,0,0.17,0.005,1.3158657550811768
no_population_decay,Rastrigin,10,8,2.842170943040401e-14,5635,4359403830221139.5,1,0,0,0.17,0.005,3.042785406112671
no_population_decay,Rastrigin,10,9,0.0003439436268024565,5949,305599.66973853676,0,0,0,0.17,0.005,1.4557533264160156
no_population_decay,Rastrigin,10,10,5.684341886080802e-14,4811,1987396527192771.0,1,0,0,0.17,0.005,3.3011531829833984
no_diversity_restart,Rastrigin,10,1,0.0001343568029170683,7218,763474.7515074806,0,0,0,0.17,0.005,2.5904204845428467
no_diversity_restart,Rastrigin,10,2,0.00028140136129195525,6101,376161.28485088807,0,0,0,0.17,0.005,1.4924876689910889
no_diversity_restart,Rastrigin,10,3,2.842170943040401e-14,4174,3099820571297494.0,1,0,0,0.17,0.005,2.4186651706695557
no_diversity_restart,Rastrigin,10,4,5.684341886080802e-14,5356,1645202433196191.0,1,0,0,0.17,0.005,2.899827718734741
no_diversity_restart,Rastrigin,10,5,0.0005531320310296906,6073,186921.0495548437,0,0,0,0.17,0.005,1.3758180141448975
no_diversity_restart,Rastrigin,10,6,2.842170943040401e-14,4495,2803017009260730.5,1,0,0,0.17,0.005,2.4245340824127197
no_diversity_restart,Rastrigin,10,7,9.673670514587229e-05,6171,1026297.7462497444,0,0,0,0.17,0.005,1.521782636642456
no_diversity_restart,Rastrigin,10,8,5.684341886080802e-14,4566,2179701915110569.8,1,0,0,0.17,0.005,2.1465070247650146
no_diversity_restart,Rastrigin,10,9,0.0002473996190133221,6023,424855.3784306567,0,0,0,0.17,0.005,1.502436876296997
no_diversity_restart,Rastrigin,10,10,1.6553496067217566e-05,13124,6824565.202359867,0,0,0,0.0524,0.00788,4.373983383178711
no_de_operator,Rastrigin,10,1,0.0001604296440689268,7509,639395.7134030465,0,0,0,0.17,0.005,1.7789607048034668
no_de_operator,Rastrigin,10,2,0.00034676925648113865,6132,305252.832089307,0,0,0,0.17,0.005,1.6946959495544434
no_de_operator,Rastrigin,10,3,0.0006548505248389347,6003,134537.87730486388,0,0,0,0.17,0.005,1.3092494010925293
no_de_operator,Rastrigin,10,4,0.000480312875467348,6118,194704.19344889928,0,0,0,0.17,0.005,1.6147456169128418
no_de_operator,Rastrigin,10,5,0.0003314573440889035,6215,311931.6003290617,0,0,0,0.17,0.005,1.4372048377990723
no_de_operator,Rastrigin,10,6,0.00022197991917494164,6136,358890.72877309954,0,0,0,0.17,0.005,1.6251466274261475
no_de_operator,Rastrigin,10,7,0.00016070650637800554,7261,617776.247573399,0,0,0,0.17,0.005,1.6221485137939453
no_de_operator,Rastrigin,10,8,0.0003106900730927009,5941,398795.1971525232,0,0,0,0.17,0.005,1.2901480197906494
no_de_operator,Rastrigin,10,9,0.0003001516452343367,5963,350186.5154776803,0,0,0,0.17,0.005,1.4197614192962646
no_de_operator,Rastrigin,10,10,0.0003457780206872485,6446,326713.6905150895,0,0,0,0.17,0.005,1.5816540718078613
baseline,Rastrigin,30,1,0.00010523622978553249,36527,3697587.7122036302,0,0,0,0.0572,0.00764,9.237716674804688
baseline,Rastrigin,30,2,1.7053025658242404e-13,5374,2554544129933201.0,1,0,0,0.17,0.005,4.462370157241821
baseline,Rastrigin,30,3,5.684341886080802e-14,30553,7782787731806154.0,1,0,0,0.0696,0.007019999999999999,9.284654378890991
baseline,Rastrigin,30,4,5.684341886080802e-14,13378,7603659096785356.0,1,0,0,0.17,0.005,7.006067752838135
baseline,Rastrigin,30,5,0.00013448422009787464,31893,3007557.962869387,0,0,0,0.030600000000000002,0.00897,9.27422547340393
baseline,Rastrigin,30,6,1.1368683772161603e-13,6670,3377685800882813.5,1,0,0,0.17,0.005,4.466850757598877
baseline,Rastrigin,30,7,2.2737367544323206e-13,22140,1871475498343927.5,1,0,0,0.1496,0.005,8.657789707183838
baseline,Rastrigin,30,8,1.1368683772161603e-13,28068,3784951887215392.0,1,0,0,0.0696,0.007019999999999999,8.824694633483887
baseline,Rastrigin,30,9,5.684341886080802e-14,19974,7453826001031695.0,1,0,0,0.17,0.005,8.599202156066895
baseline,Rastrigin,30,10,1.1368683772161603e-13,8947,3896191516603181.0,1,0,0,0.17,0.005,5.222193241119385
no_local_search,Rastrigin,30,1,0.00010523622978553249,6178,3697587.7122036302,0,0,0,0.0572,0.00764,8.716739416122437
no_local_search,Rastrigin,30,2,0.00019954687661538628,4298,2183081.3557070955,0,0,0,0.0136,0.00982,8.399011850357056
no_local_search,Rastrigin,30,3,0.0002209758949902607,5166,2002029.510790367,0,0,0,0.022400000000000003,0.00938,8.852107763290405
no_local_search,Rastrigin,30,4,0.0003132677209123358,3950,1379707.9943461975,0,0,0,0.055,0.007750000000000001,8.503303050994873
no_local_search,Rastrigin,30,5,0.00013448422009787464,4861,3007557.962869387,0,0,0,0.030600000000000002,0.00897,8.62427544593811
no_local_search,Rastrigin,30,6,0.0002779773537326946,3948,1381401.8025685188,0,0,0,0.0374,0.00863,8.296785593032837
no_local_search,Rastrigin,30,7,0.00011896395983512775,5128,3576917.439114733,0,0,0,0.026399999999999996,0.00918,8.359028100967407
no_local_search,Rastrigin,30,8,0.00020786575629472281,4612,2070082.2427715326,0,0,0,0.085,0.00625,8.502861499786377
no_local_search,Rastrigin,30,9,0.00015037449867350006,4966,2817638.3444654737,0,0,0,0.018000000000000002,0.0096,8.91249680519104
no_local_search,Rastrigin,30,10,0.00015299853157557664,4309,2895097.6726309373,0,0,0,0.0164,0.00968,8.513564586639404
no_surrogate,Rastrigin,30,1,1.1368683772161603e-13,60298,3422737389234608.0,1,0,0,0.17,0.005,1.04295015335083
no_surrogate,Rastrigin,30,2,1.1368683772161603e-13,106134,3831816194899801.5,1,0,0,0.17,0.005,1.9001753330230713
no_surrogate,Rastrigin,30,3,1.1368683772161603e-13,88693,3891393865903077.0,1,0,0,0.17,0.005,1.4885969161987305
